drugId,drugName,drugType,targetId,targetLocation,targetLocationName,targetLocationCluster
CHEMBL2107771,RALFINAMIDE,Small molecule,ENSG00000069535,SL-0172,Mitochondrion outer membrane,Cytoplasm
CHEMBL2107771,RALFINAMIDE,Small molecule,ENSG00000148408,SL-0162,Membrane,Cytoplasm
CHEMBL2107771,RALFINAMIDE,Small molecule,ENSG00000176884,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL2107771,RALFINAMIDE,Small molecule,ENSG00000176884,SL-0039,Cell membrane,Surface
CHEMBL2107771,RALFINAMIDE,Small molecule,ENSG00000183454,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL2107771,RALFINAMIDE,Small molecule,ENSG00000183454,SL-0280,Cell projection,Cytoplasm
CHEMBL2107771,RALFINAMIDE,Small molecule,ENSG00000183454,SL-0089,Cytoplasmic vesicle membrane,Cytoplasm
CHEMBL2107771,RALFINAMIDE,Small molecule,ENSG00000183454,SL-0039,Cell membrane,Surface
CHEMBL2107771,RALFINAMIDE,Small molecule,ENSG00000273079,SL-0039,Cell membrane,Surface
CHEMBL2107771,RALFINAMIDE,Small molecule,ENSG00000273079,SL-0158,Lysosome,Cytoplasm
CHEMBL2107771,RALFINAMIDE,Small molecule,ENSG00000273079,SL-0086,Cytoplasm,Cytoplasm
CHEMBL2107771,RALFINAMIDE,Small molecule,ENSG00000273079,SL-0152,Late endosome,Cytoplasm
CHEMBL2107771,RALFINAMIDE,Small molecule,ENSG00000273079,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL2107771,RALFINAMIDE,Small molecule,ENSG00000105464,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL2107771,RALFINAMIDE,Small molecule,ENSG00000105464,SL-0039,Cell membrane,Surface
CHEMBL2107771,RALFINAMIDE,Small molecule,ENSG00000116032,SL-0039,Cell membrane,Surface
CHEMBL2107771,RALFINAMIDE,Small molecule,ENSG00000161509,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL2107771,RALFINAMIDE,Small molecule,ENSG00000161509,SL-0039,Cell membrane,Surface
CHEMBL2107771,RALFINAMIDE,Small molecule,ENSG00000198785,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL2107771,RALFINAMIDE,Small molecule,ENSG00000198785,SL-0039,Cell membrane,Surface
CHEMBL2107771,RALFINAMIDE,Small molecule,ENSG00000144285,SL-0039,Cell membrane,Surface
CHEMBL2107771,RALFINAMIDE,Small molecule,ENSG00000183873,SL-0038,Cell junction,Cytoplasm
CHEMBL2107771,RALFINAMIDE,Small molecule,ENSG00000183873,SL-0086,Cytoplasm,Cytoplasm
CHEMBL2107771,RALFINAMIDE,Small molecule,ENSG00000183873,SL-0039,Cell membrane,Surface
CHEMBL2107771,RALFINAMIDE,Small molecule,ENSG00000007314,SL-0039,Cell membrane,Surface
CHEMBL2107771,RALFINAMIDE,Small molecule,ENSG00000136546,SL-0039,Cell membrane,Surface
CHEMBL2107771,RALFINAMIDE,Small molecule,ENSG00000136531,SL-0039,Cell membrane,Surface
CHEMBL2107771,RALFINAMIDE,Small molecule,ENSG00000169432,SL-0280,Cell projection,Cytoplasm
CHEMBL2107771,RALFINAMIDE,Small molecule,ENSG00000169432,SL-0039,Cell membrane,Surface
CHEMBL2107771,RALFINAMIDE,Small molecule,ENSG00000153253,SL-0039,Cell membrane,Surface
CHEMBL2107771,RALFINAMIDE,Small molecule,ENSG00000168356,SL-0039,Cell membrane,Surface
CHEMBL2107771,RALFINAMIDE,Small molecule,ENSG00000196876,SL-0280,Cell projection,Cytoplasm
CHEMBL2107771,RALFINAMIDE,Small molecule,ENSG00000196876,SL-0088,Cytoplasmic vesicle,Cytoplasm
CHEMBL2107771,RALFINAMIDE,Small molecule,ENSG00000196876,SL-0039,Cell membrane,Surface
CHEMBL2107771,RALFINAMIDE,Small molecule,ENSG00000185313,SL-0039,Cell membrane,Surface
CHEMBL237500,LINAGLIPTIN,Small molecule,ENSG00000197635,SL-0280,Cell projection,Cytoplasm
CHEMBL237500,LINAGLIPTIN,Small molecule,ENSG00000197635,SL-0039,Cell membrane,Surface
CHEMBL237500,LINAGLIPTIN,Small molecule,ENSG00000197635,SL-0015,Apical cell membrane,Surface
CHEMBL237500,LINAGLIPTIN,Small molecule,ENSG00000197635,SL-0370,Membrane raft,Cytoplasm
CHEMBL237500,LINAGLIPTIN,Small molecule,ENSG00000197635,SL-0038,Cell junction,Cytoplasm
CHEMBL237500,LINAGLIPTIN,Small molecule,ENSG00000197635,SL-0243,Secreted,Secreted
CHEMBL2393130,APABETALONE,Small molecule,ENSG00000204256,SL-0191,Nucleus,Nucleus
CHEMBL2393130,APABETALONE,Small molecule,ENSG00000141867,SL-0191,Nucleus,Nucleus
CHEMBL2393130,APABETALONE,Small molecule,ENSG00000141867,SL-0468,Chromosome,Nucleus
CHEMBL2393130,APABETALONE,Small molecule,ENSG00000137948,SL-0191,Nucleus,Nucleus
CHEMBL2393130,APABETALONE,Small molecule,ENSG00000169925,SL-0191,Nucleus,Nucleus
CHEMBL290194,ALIZAPRIDE,Small molecule,ENSG00000149295,SL-0039,Cell membrane,Surface
CHEMBL3301600,SPEBRUTINIB BESYLATE,Small molecule,ENSG00000010671,SL-0191,Nucleus,Nucleus
CHEMBL3301600,SPEBRUTINIB BESYLATE,Small molecule,ENSG00000010671,SL-0370,Membrane raft,Cytoplasm
CHEMBL3301600,SPEBRUTINIB BESYLATE,Small molecule,ENSG00000010671,SL-0086,Cytoplasm,Cytoplasm
CHEMBL3301600,SPEBRUTINIB BESYLATE,Small molecule,ENSG00000010671,SL-0039,Cell membrane,Surface
CHEMBL3639788,TELAGLENASTAT,Small molecule,ENSG00000115419,SL-0173,Mitochondrion,Cytoplasm
CHEMBL3639788,TELAGLENASTAT,Small molecule,ENSG00000115419,SL-0086,Cytoplasm,Cytoplasm
CHEMBL3639788,TELAGLENASTAT,Small molecule,ENSG00000115419,SL-0170,Mitochondrion matrix,Cytoplasm
CHEMBL3833306,VANDORTUZUMAB VEDOTIN,Antibody,ENSG00000164647,SL-0100,Endosome membrane,Surface
CHEMBL3833306,VANDORTUZUMAB VEDOTIN,Antibody,ENSG00000164647,SL-0039,Cell membrane,Surface
CHEMBL3833306,VANDORTUZUMAB VEDOTIN,Antibody,ENSG00000188229,SL-0086,Cytoplasm,Cytoplasm
CHEMBL3833306,VANDORTUZUMAB VEDOTIN,Antibody,ENSG00000101162,SL-0086,Cytoplasm,Cytoplasm
CHEMBL3833306,VANDORTUZUMAB VEDOTIN,Antibody,ENSG00000198033,SL-0086,Cytoplasm,Cytoplasm
CHEMBL3833306,VANDORTUZUMAB VEDOTIN,Antibody,ENSG00000127824,SL-0086,Cytoplasm,Cytoplasm
CHEMBL3833306,VANDORTUZUMAB VEDOTIN,Antibody,ENSG00000258947,SL-0280,Cell projection,Cytoplasm
CHEMBL3833306,VANDORTUZUMAB VEDOTIN,Antibody,ENSG00000258947,SL-0086,Cytoplasm,Cytoplasm
CHEMBL3833306,VANDORTUZUMAB VEDOTIN,Antibody,ENSG00000167552,SL-0086,Cytoplasm,Cytoplasm
CHEMBL3833306,VANDORTUZUMAB VEDOTIN,Antibody,ENSG00000104833,SL-0086,Cytoplasm,Cytoplasm
CHEMBL3833306,VANDORTUZUMAB VEDOTIN,Antibody,ENSG00000261456,SL-0086,Cytoplasm,Cytoplasm
CHEMBL3833306,VANDORTUZUMAB VEDOTIN,Antibody,ENSG00000196230,SL-0086,Cytoplasm,Cytoplasm
CHEMBL3833306,VANDORTUZUMAB VEDOTIN,Antibody,ENSG00000123416,SL-0086,Cytoplasm,Cytoplasm
CHEMBL3833306,VANDORTUZUMAB VEDOTIN,Antibody,ENSG00000167553,SL-0086,Cytoplasm,Cytoplasm
CHEMBL3833306,VANDORTUZUMAB VEDOTIN,Antibody,ENSG00000152086,SL-0086,Cytoplasm,Cytoplasm
CHEMBL3833306,VANDORTUZUMAB VEDOTIN,Antibody,ENSG00000137267,SL-0086,Cytoplasm,Cytoplasm
CHEMBL3833306,VANDORTUZUMAB VEDOTIN,Antibody,ENSG00000137285,SL-0086,Cytoplasm,Cytoplasm
CHEMBL3833306,VANDORTUZUMAB VEDOTIN,Antibody,ENSG00000176014,SL-0086,Cytoplasm,Cytoplasm
CHEMBL3989826,OXYCODONE TEREPHTHALATE,Small molecule,ENSG00000112038,SL-0280,Cell projection,Cytoplasm
CHEMBL3989826,OXYCODONE TEREPHTHALATE,Small molecule,ENSG00000112038,SL-0039,Cell membrane,Surface
CHEMBL3989826,OXYCODONE TEREPHTHALATE,Small molecule,ENSG00000112038,SL-0086,Cytoplasm,Cytoplasm
CHEMBL3989826,OXYCODONE TEREPHTHALATE,Small molecule,ENSG00000112038,SL-0101,Endosome,Cytoplasm
CHEMBL3989826,OXYCODONE TEREPHTHALATE,Small molecule,ENSG00000112038,SL-0197,Perikaryon,Cytoplasm
CHEMBL4297864,CENDAKIMAB,Antibody,ENSG00000169194,SL-0243,Secreted,Secreted
CHEMBL4650316,GIREDESTRANT,Small molecule,ENSG00000091831,SL-0191,Nucleus,Nucleus
CHEMBL4650316,GIREDESTRANT,Small molecule,ENSG00000091831,SL-0132,Golgi apparatus,Cytoplasm
CHEMBL4650316,GIREDESTRANT,Small molecule,ENSG00000091831,SL-0086,Cytoplasm,Cytoplasm
CHEMBL4650316,GIREDESTRANT,Small molecule,ENSG00000091831,SL-0039,Cell membrane,Surface
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000022355,SL-0089,Cytoplasmic vesicle membrane,Cytoplasm
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000022355,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000145864,SL-0039,Cell membrane,Surface
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000145864,SL-0089,Cytoplasmic vesicle membrane,Cytoplasm
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000145864,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000113327,SL-0280,Cell projection,Cytoplasm
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000113327,SL-0039,Cell membrane,Surface
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000113327,SL-0089,Cytoplasmic vesicle membrane,Cytoplasm
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000113327,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000166206,SL-0039,Cell membrane,Surface
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000166206,SL-0089,Cytoplasmic vesicle membrane,Cytoplasm
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000166206,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000109158,SL-0039,Cell membrane,Surface
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000109158,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000182256,SL-0039,Cell membrane,Surface
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000182256,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000268089,SL-0039,Cell membrane,Surface
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000268089,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000011677,SL-0039,Cell membrane,Surface
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000011677,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000094755,SL-0039,Cell membrane,Surface
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000094755,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000187730,SL-0039,Cell membrane,Surface
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000187730,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000163285,SL-0039,Cell membrane,Surface
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000163285,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000163288,SL-0039,Cell membrane,Surface
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000163288,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000102287,SL-0039,Cell membrane,Surface
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000102287,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000151834,SL-0280,Cell projection,Cytoplasm
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000151834,SL-0089,Cytoplasmic vesicle membrane,Cytoplasm
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000151834,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000186297,SL-0039,Cell membrane,Surface
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000186297,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000145863,SL-0039,Cell membrane,Surface
CHEMBL971,PENTOBARBITAL SODIUM,Small molecule,ENSG00000145863,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL1094,FELBAMATE,Small molecule,ENSG00000176884,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL1094,FELBAMATE,Small molecule,ENSG00000176884,SL-0039,Cell membrane,Surface
CHEMBL1094,FELBAMATE,Small molecule,ENSG00000183454,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL1094,FELBAMATE,Small molecule,ENSG00000183454,SL-0280,Cell projection,Cytoplasm
CHEMBL1094,FELBAMATE,Small molecule,ENSG00000183454,SL-0089,Cytoplasmic vesicle membrane,Cytoplasm
CHEMBL1094,FELBAMATE,Small molecule,ENSG00000183454,SL-0039,Cell membrane,Surface
CHEMBL1094,FELBAMATE,Small molecule,ENSG00000273079,SL-0039,Cell membrane,Surface
CHEMBL1094,FELBAMATE,Small molecule,ENSG00000273079,SL-0158,Lysosome,Cytoplasm
CHEMBL1094,FELBAMATE,Small molecule,ENSG00000273079,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1094,FELBAMATE,Small molecule,ENSG00000273079,SL-0152,Late endosome,Cytoplasm
CHEMBL1094,FELBAMATE,Small molecule,ENSG00000273079,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL1094,FELBAMATE,Small molecule,ENSG00000105464,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL1094,FELBAMATE,Small molecule,ENSG00000105464,SL-0039,Cell membrane,Surface
CHEMBL1094,FELBAMATE,Small molecule,ENSG00000116032,SL-0039,Cell membrane,Surface
CHEMBL1094,FELBAMATE,Small molecule,ENSG00000161509,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL1094,FELBAMATE,Small molecule,ENSG00000161509,SL-0039,Cell membrane,Surface
CHEMBL1094,FELBAMATE,Small molecule,ENSG00000198785,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL1094,FELBAMATE,Small molecule,ENSG00000198785,SL-0039,Cell membrane,Surface
CHEMBL1200480,OCTREOTIDE ACETATE,Protein,ENSG00000162009,SL-0039,Cell membrane,Surface
CHEMBL1200480,OCTREOTIDE ACETATE,Protein,ENSG00000180616,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1200480,OCTREOTIDE ACETATE,Protein,ENSG00000180616,SL-0039,Cell membrane,Surface
CHEMBL1200480,OCTREOTIDE ACETATE,Protein,ENSG00000132671,SL-0039,Cell membrane,Surface
CHEMBL1200480,OCTREOTIDE ACETATE,Protein,ENSG00000139874,SL-0039,Cell membrane,Surface
CHEMBL1200480,OCTREOTIDE ACETATE,Protein,ENSG00000278195,SL-0039,Cell membrane,Surface
CHEMBL1200870,TIMOLOL MALEATE,Small molecule,ENSG00000043591,SL-0094,Early endosome,Cytoplasm
CHEMBL1200870,TIMOLOL MALEATE,Small molecule,ENSG00000043591,SL-0039,Cell membrane,Surface
CHEMBL1200870,TIMOLOL MALEATE,Small molecule,ENSG00000169252,SL-0094,Early endosome,Cytoplasm
CHEMBL1200870,TIMOLOL MALEATE,Small molecule,ENSG00000169252,SL-0039,Cell membrane,Surface
CHEMBL1200870,TIMOLOL MALEATE,Small molecule,ENSG00000169252,SL-0132,Golgi apparatus,Cytoplasm
CHEMBL1201748,CABAZITAXEL,Small molecule,ENSG00000188229,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1201748,CABAZITAXEL,Small molecule,ENSG00000101162,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1201748,CABAZITAXEL,Small molecule,ENSG00000198033,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1201748,CABAZITAXEL,Small molecule,ENSG00000127824,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1201748,CABAZITAXEL,Small molecule,ENSG00000258947,SL-0280,Cell projection,Cytoplasm
CHEMBL1201748,CABAZITAXEL,Small molecule,ENSG00000258947,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1201748,CABAZITAXEL,Small molecule,ENSG00000167552,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1201748,CABAZITAXEL,Small molecule,ENSG00000104833,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1201748,CABAZITAXEL,Small molecule,ENSG00000261456,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1201748,CABAZITAXEL,Small molecule,ENSG00000196230,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1201748,CABAZITAXEL,Small molecule,ENSG00000123416,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1201748,CABAZITAXEL,Small molecule,ENSG00000167553,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1201748,CABAZITAXEL,Small molecule,ENSG00000152086,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1201748,CABAZITAXEL,Small molecule,ENSG00000137267,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1201748,CABAZITAXEL,Small molecule,ENSG00000137285,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1201748,CABAZITAXEL,Small molecule,ENSG00000176014,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1237061,PITAVASTATIN CALCIUM,Small molecule,ENSG00000113161,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
CHEMBL1237061,PITAVASTATIN CALCIUM,Small molecule,ENSG00000113161,SL-0203,Peroxisome membrane,Cytoplasm
CHEMBL1569,AMANTADINE HYDROCHLORIDE,Small molecule,ENSG00000176884,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL1569,AMANTADINE HYDROCHLORIDE,Small molecule,ENSG00000176884,SL-0039,Cell membrane,Surface
CHEMBL1569,AMANTADINE HYDROCHLORIDE,Small molecule,ENSG00000183454,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL1569,AMANTADINE HYDROCHLORIDE,Small molecule,ENSG00000183454,SL-0280,Cell projection,Cytoplasm
CHEMBL1569,AMANTADINE HYDROCHLORIDE,Small molecule,ENSG00000183454,SL-0089,Cytoplasmic vesicle membrane,Cytoplasm
CHEMBL1569,AMANTADINE HYDROCHLORIDE,Small molecule,ENSG00000183454,SL-0039,Cell membrane,Surface
CHEMBL1569,AMANTADINE HYDROCHLORIDE,Small molecule,ENSG00000273079,SL-0039,Cell membrane,Surface
CHEMBL1569,AMANTADINE HYDROCHLORIDE,Small molecule,ENSG00000273079,SL-0158,Lysosome,Cytoplasm
CHEMBL1569,AMANTADINE HYDROCHLORIDE,Small molecule,ENSG00000273079,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1569,AMANTADINE HYDROCHLORIDE,Small molecule,ENSG00000273079,SL-0152,Late endosome,Cytoplasm
CHEMBL1569,AMANTADINE HYDROCHLORIDE,Small molecule,ENSG00000273079,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL1569,AMANTADINE HYDROCHLORIDE,Small molecule,ENSG00000105464,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL1569,AMANTADINE HYDROCHLORIDE,Small molecule,ENSG00000105464,SL-0039,Cell membrane,Surface
CHEMBL1569,AMANTADINE HYDROCHLORIDE,Small molecule,ENSG00000116032,SL-0039,Cell membrane,Surface
CHEMBL1569,AMANTADINE HYDROCHLORIDE,Small molecule,ENSG00000161509,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL1569,AMANTADINE HYDROCHLORIDE,Small molecule,ENSG00000161509,SL-0039,Cell membrane,Surface
CHEMBL1569,AMANTADINE HYDROCHLORIDE,Small molecule,ENSG00000198785,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL1569,AMANTADINE HYDROCHLORIDE,Small molecule,ENSG00000198785,SL-0039,Cell membrane,Surface
CHEMBL159226,MOXISYLYTE,Small molecule,ENSG00000120907,SL-0162,Membrane,Cytoplasm
CHEMBL159226,MOXISYLYTE,Small molecule,ENSG00000120907,SL-0039,Cell membrane,Surface
CHEMBL159226,MOXISYLYTE,Small molecule,ENSG00000120907,SL-0182,Nucleus membrane,Nucleus
CHEMBL159226,MOXISYLYTE,Small molecule,ENSG00000150594,SL-0039,Cell membrane,Surface
CHEMBL159226,MOXISYLYTE,Small molecule,ENSG00000184160,SL-0039,Cell membrane,Surface
CHEMBL159226,MOXISYLYTE,Small molecule,ENSG00000171873,SL-0039,Cell membrane,Surface
CHEMBL159226,MOXISYLYTE,Small molecule,ENSG00000170214,SL-0162,Membrane,Cytoplasm
CHEMBL159226,MOXISYLYTE,Small molecule,ENSG00000170214,SL-0039,Cell membrane,Surface
CHEMBL159226,MOXISYLYTE,Small molecule,ENSG00000170214,SL-0182,Nucleus membrane,Nucleus
CHEMBL159226,MOXISYLYTE,Small molecule,ENSG00000274286,SL-0039,Cell membrane,Surface
CHEMBL1698,BUPROPION HYDROCHLORIDE,Small molecule,ENSG00000103546,SL-0039,Cell membrane,Surface
CHEMBL1698,BUPROPION HYDROCHLORIDE,Small molecule,ENSG00000142319,SL-0280,Cell projection,Cytoplasm
CHEMBL1698,BUPROPION HYDROCHLORIDE,Small molecule,ENSG00000142319,SL-0039,Cell membrane,Surface
CHEMBL1743260,KARENITECIN,Small molecule,ENSG00000198900,SL-0191,Nucleus,Nucleus
CHEMBL1808388,BEXAGLIFLOZIN,Small molecule,ENSG00000140675,SL-0015,Apical cell membrane,Surface
CHEMBL2105581,VERALIPRIDE,Small molecule,ENSG00000149295,SL-0039,Cell membrane,Surface
CHEMBL2107387,VORTIOXETINE HYDROBROMIDE,Small molecule,ENSG00000108576,SL-0280,Cell projection,Cytoplasm
CHEMBL2107387,VORTIOXETINE HYDROBROMIDE,Small molecule,ENSG00000108576,SL-0039,Cell membrane,Surface
CHEMBL2107387,VORTIOXETINE HYDROBROMIDE,Small molecule,ENSG00000108576,SL-0147,Endomembrane system,Cytoplasm
CHEMBL2107387,VORTIOXETINE HYDROBROMIDE,Small molecule,ENSG00000108576,SL-0258,Synapse,Cytoplasm
CHEMBL2107387,VORTIOXETINE HYDROBROMIDE,Small molecule,ENSG00000108576,SL-0038,Cell junction,Cytoplasm
CHEMBL2107387,VORTIOXETINE HYDROBROMIDE,Small molecule,ENSG00000166736,SL-0039,Cell membrane,Surface
CHEMBL2107387,VORTIOXETINE HYDROBROMIDE,Small molecule,ENSG00000166736,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL2107387,VORTIOXETINE HYDROBROMIDE,Small molecule,ENSG00000178394,SL-0280,Cell projection,Cytoplasm
CHEMBL2107387,VORTIOXETINE HYDROBROMIDE,Small molecule,ENSG00000178394,SL-0039,Cell membrane,Surface
CHEMBL2107861,ZALUTUMUMAB,Antibody,ENSG00000146648,SL-0100,Endosome membrane,Surface
CHEMBL2107861,ZALUTUMUMAB,Antibody,ENSG00000146648,SL-0039,Cell membrane,Surface
CHEMBL2107861,ZALUTUMUMAB,Antibody,ENSG00000146648,SL-0182,Nucleus membrane,Nucleus
CHEMBL2107861,ZALUTUMUMAB,Antibody,ENSG00000146648,SL-0134,Golgi apparatus membrane,Cytoplasm
CHEMBL2107861,ZALUTUMUMAB,Antibody,ENSG00000146648,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
CHEMBL2107861,ZALUTUMUMAB,Antibody,ENSG00000146648,SL-0243,Secreted,Secreted
CHEMBL2107861,ZALUTUMUMAB,Antibody,ENSG00000146648,SL-0101,Endosome,Cytoplasm
CHEMBL2107861,ZALUTUMUMAB,Antibody,ENSG00000146648,SL-0191,Nucleus,Nucleus
CHEMBL2108354,UBLITUXIMAB,Antibody,ENSG00000156738,SL-0039,Cell membrane,Surface
CHEMBL2108592,EPITUMOMAB CITUXETAN,Antibody,ENSG00000185499,SL-0039,Cell membrane,Surface
CHEMBL2108592,EPITUMOMAB CITUXETAN,Antibody,ENSG00000185499,SL-0015,Apical cell membrane,Surface
CHEMBL2108592,EPITUMOMAB CITUXETAN,Antibody,ENSG00000185499,SL-0086,Cytoplasm,Cytoplasm
CHEMBL2108592,EPITUMOMAB CITUXETAN,Antibody,ENSG00000185499,SL-0243,Secreted,Secreted
CHEMBL2108592,EPITUMOMAB CITUXETAN,Antibody,ENSG00000185499,SL-0191,Nucleus,Nucleus
CHEMBL29741,IRAMPANEL,Small molecule,ENSG00000152578,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL29741,IRAMPANEL,Small molecule,ENSG00000152578,SL-0280,Cell projection,Cytoplasm
CHEMBL29741,IRAMPANEL,Small molecule,ENSG00000152578,SL-0039,Cell membrane,Surface
CHEMBL29741,IRAMPANEL,Small molecule,ENSG00000125675,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL29741,IRAMPANEL,Small molecule,ENSG00000125675,SL-0039,Cell membrane,Surface
CHEMBL29741,IRAMPANEL,Small molecule,ENSG00000120251,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
CHEMBL29741,IRAMPANEL,Small molecule,ENSG00000120251,SL-0520,Postsynaptic density membrane,Cytoplasm
CHEMBL29741,IRAMPANEL,Small molecule,ENSG00000120251,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL29741,IRAMPANEL,Small molecule,ENSG00000120251,SL-0039,Cell membrane,Surface
CHEMBL29741,IRAMPANEL,Small molecule,ENSG00000155511,SL-0280,Cell projection,Cytoplasm
CHEMBL29741,IRAMPANEL,Small molecule,ENSG00000155511,SL-0039,Cell membrane,Surface
CHEMBL29741,IRAMPANEL,Small molecule,ENSG00000155511,SL-0093,Early endosome membrane,Cytoplasm
CHEMBL29741,IRAMPANEL,Small molecule,ENSG00000155511,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
CHEMBL29741,IRAMPANEL,Small molecule,ENSG00000155511,SL-0520,Postsynaptic density membrane,Cytoplasm
CHEMBL29741,IRAMPANEL,Small molecule,ENSG00000155511,SL-0231,Recycling endosome membrane,Cytoplasm
CHEMBL29741,IRAMPANEL,Small molecule,ENSG00000155511,SL-0516,Presynapse,Cytoplasm
CHEMBL29741,IRAMPANEL,Small molecule,ENSG00000155511,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL29741,IRAMPANEL,Small molecule,ENSG00000144285,SL-0039,Cell membrane,Surface
