targetId,targetLocation,targetLocationName,targetLocationCluster
ENSG00000146457,SL-0086,Cytoplasm,Cytoplasm
ENSG00000146457,SL-0186,Nucleus speckle,Nucleus
ENSG00000146859,SL-0162,Membrane,Cytoplasm
ENSG00000147123,SL-0168,Mitochondrion inner membrane,Cytoplasm
ENSG00000148773,SL-0191,Nucleus,Nucleus
ENSG00000148773,SL-0468,Chromosome,Nucleus
ENSG00000152977,SL-0191,Nucleus,Nucleus
ENSG00000152977,SL-0086,Cytoplasm,Cytoplasm
ENSG00000154832,SL-0191,Nucleus,Nucleus
ENSG00000154832,SL-0186,Nucleus speckle,Nucleus
ENSG00000158467,SL-0166,Microsome,Cytoplasm
ENSG00000158467,SL-0086,Cytoplasm,Cytoplasm
ENSG00000158528,SL-0258,Synapse,Cytoplasm
ENSG00000158528,SL-0086,Cytoplasm,Cytoplasm
ENSG00000159592,SL-0191,Nucleus,Nucleus
ENSG00000160072,SL-0168,Mitochondrion inner membrane,Cytoplasm
ENSG00000161981,SL-0191,Nucleus,Nucleus
ENSG00000162460,SL-0162,Membrane,Cytoplasm
ENSG00000163132,SL-0191,Nucleus,Nucleus
ENSG00000163453,SL-0243,Secreted,Secreted
ENSG00000163820,SL-0158,Lysosome,Cytoplasm
ENSG00000163820,SL-0088,Cytoplasmic vesicle,Cytoplasm
ENSG00000163820,SL-0101,Endosome,Cytoplasm
ENSG00000164466,SL-0168,Mitochondrion inner membrane,Cytoplasm
ENSG00000165731,SL-0100,Endosome membrane,Surface
ENSG00000165731,SL-0039,Cell membrane,Surface
ENSG00000166436,SL-0191,Nucleus,Nucleus
ENSG00000166794,SL-0274,Virion,Cytoplasm
ENSG00000166794,SL-0096,Endoplasmic reticulum lumen,Cytoplasm
ENSG00000169255,SL-0134,Golgi apparatus membrane,Cytoplasm
ENSG00000169813,SL-0191,Nucleus,Nucleus
ENSG00000170085,SL-0191,Nucleus,Nucleus
ENSG00000170085,SL-0086,Cytoplasm,Cytoplasm
ENSG00000171617,SL-0181,Nucleus matrix,Nucleus
ENSG00000171617,SL-0086,Cytoplasm,Cytoplasm
ENSG00000172116,SL-0243,Secreted,Secreted
ENSG00000172116,SL-0039,Cell membrane,Surface
ENSG00000172262,SL-0191,Nucleus,Nucleus
ENSG00000173273,SL-0191,Nucleus,Nucleus
ENSG00000173273,SL-0468,Chromosome,Nucleus
ENSG00000173273,SL-0086,Cytoplasm,Cytoplasm
ENSG00000173273,SL-0134,Golgi apparatus membrane,Cytoplasm
ENSG00000173673,SL-0191,Nucleus,Nucleus
ENSG00000174576,SL-0191,Nucleus,Nucleus
ENSG00000175426,SL-0088,Cytoplasmic vesicle,Cytoplasm
ENSG00000175582,SL-0088,Cytoplasmic vesicle,Cytoplasm
ENSG00000175582,SL-0134,Golgi apparatus membrane,Cytoplasm
ENSG00000176715,SL-0173,Mitochondrion,Cytoplasm
ENSG00000181291,SL-0162,Membrane,Cytoplasm
ENSG00000181610,SL-0173,Mitochondrion,Cytoplasm
ENSG00000182923,SL-0086,Cytoplasm,Cytoplasm
ENSG00000185989,SL-0039,Cell membrane,Surface
ENSG00000186184,SL-0191,Nucleus,Nucleus
ENSG00000186895,SL-0243,Secreted,Secreted
ENSG00000188321,SL-0191,Nucleus,Nucleus
ENSG00000189050,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000189403,SL-0468,Chromosome,Nucleus
ENSG00000189403,SL-0039,Cell membrane,Surface
ENSG00000189403,SL-0086,Cytoplasm,Cytoplasm
ENSG00000189403,SL-0243,Secreted,Secreted
ENSG00000189403,SL-0101,Endosome,Cytoplasm
ENSG00000189403,SL-0095,Endoplasmic reticulum,Cytoplasm
ENSG00000189403,SL-0191,Nucleus,Nucleus
ENSG00000196104,SL-0243,Secreted,Secreted
ENSG00000197238,SL-0191,Nucleus,Nucleus
ENSG00000197238,SL-0468,Chromosome,Nucleus
ENSG00000204701,SL-0039,Cell membrane,Surface
ENSG00000205301,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000205301,SL-0134,Golgi apparatus membrane,Cytoplasm
ENSG00000205669,SL-0086,Cytoplasm,Cytoplasm
ENSG00000205669,SL-0204,Peroxisome,Cytoplasm
ENSG00000244242,SL-0039,Cell membrane,Surface
ENSG00000256394,SL-0039,Cell membrane,Surface
ENSG00000269226,SL-0086,Cytoplasm,Cytoplasm
ENSG00000270231,SL-0086,Cytoplasm,Cytoplasm
ENSG00000271447,SL-0243,Secreted,Secreted
ENSG00000271503,SL-0243,Secreted,Secreted
ENSG00000275221,SL-0191,Nucleus,Nucleus
ENSG00000275221,SL-0468,Chromosome,Nucleus
ENSG00000008838,SL-0191,Nucleus,Nucleus
ENSG00000009709,SL-0191,Nucleus,Nucleus
ENSG00000064115,SL-0039,Cell membrane,Surface
ENSG00000066056,SL-0039,Cell membrane,Surface
ENSG00000070159,SL-0086,Cytoplasm,Cytoplasm
ENSG00000070159,SL-0039,Cell membrane,Surface
ENSG00000076641,SL-0039,Cell membrane,Surface
ENSG00000078403,SL-0191,Nucleus,Nucleus
ENSG00000082196,SL-0243,Secreted,Secreted
ENSG00000083857,SL-0191,Nucleus,Nucleus
ENSG00000083857,SL-0039,Cell membrane,Surface
ENSG00000089199,SL-0243,Secreted,Secreted
ENSG00000100410,SL-0191,Nucleus,Nucleus
ENSG00000100410,SL-0186,Nucleus speckle,Nucleus
ENSG00000100433,SL-0162,Membrane,Cytoplasm
ENSG00000100596,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000102003,SL-0088,Cytoplasmic vesicle,Cytoplasm
ENSG00000102003,SL-0258,Synapse,Cytoplasm
ENSG00000102893,SL-0039,Cell membrane,Surface
ENSG00000105708,SL-0191,Nucleus,Nucleus
ENSG00000106823,SL-0243,Secreted,Secreted
ENSG00000108384,SL-0191,Nucleus,Nucleus
ENSG00000108384,SL-0086,Cytoplasm,Cytoplasm
ENSG00000108384,SL-0173,Mitochondrion,Cytoplasm
ENSG00000112242,SL-0191,Nucleus,Nucleus
ENSG00000115073,SL-0086,Cytoplasm,Cytoplasm
ENSG00000115524,SL-0191,Nucleus,Nucleus
ENSG00000115524,SL-0186,Nucleus speckle,Nucleus
ENSG00000116685,SL-0162,Membrane,Cytoplasm
ENSG00000117148,SL-0086,Cytoplasm,Cytoplasm
ENSG00000120616,SL-0191,Nucleus,Nucleus
ENSG00000120616,SL-0086,Cytoplasm,Cytoplasm
ENSG00000121900,SL-0162,Membrane,Cytoplasm
ENSG00000122194,SL-0243,Secreted,Secreted
ENSG00000124003,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000124762,SL-0191,Nucleus,Nucleus
ENSG00000124762,SL-0086,Cytoplasm,Cytoplasm
ENSG00000125848,SL-0280,Cell projection,Cytoplasm
ENSG00000125848,SL-0039,Cell membrane,Surface
ENSG00000125848,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000125848,SL-0038,Cell junction,Cytoplasm
ENSG00000125848,SL-0243,Secreted,Secreted
ENSG00000126456,SL-0191,Nucleus,Nucleus
ENSG00000126456,SL-0086,Cytoplasm,Cytoplasm
ENSG00000126456,SL-0173,Mitochondrion,Cytoplasm
ENSG00000127511,SL-0191,Nucleus,Nucleus
ENSG00000130193,SL-0243,Secreted,Secreted
ENSG00000130305,SL-0191,Nucleus,Nucleus
ENSG00000133104,SL-0086,Cytoplasm,Cytoplasm
ENSG00000133104,SL-0469,Midbody,Cytoplasm
ENSG00000133678,SL-0162,Membrane,Cytoplasm
ENSG00000133800,SL-0039,Cell membrane,Surface
ENSG00000140750,SL-0038,Cell junction,Cytoplasm
ENSG00000140750,SL-0086,Cytoplasm,Cytoplasm
ENSG00000140750,SL-0162,Membrane,Cytoplasm
ENSG00000141753,SL-0243,Secreted,Secreted
ENSG00000142405,SL-0086,Cytoplasm,Cytoplasm
ENSG00000143106,SL-0191,Nucleus,Nucleus
ENSG00000143106,SL-0086,Cytoplasm,Cytoplasm
ENSG00000144671,SL-0280,Cell projection,Cytoplasm
ENSG00000144671,SL-0168,Mitochondrion inner membrane,Cytoplasm
ENSG00000146416,SL-0039,Cell membrane,Surface
ENSG00000149716,SL-0191,Nucleus,Nucleus
ENSG00000153037,SL-0191,Nucleus,Nucleus
ENSG00000153037,SL-0086,Cytoplasm,Cytoplasm
ENSG00000157315,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000160182,SL-0243,Secreted,Secreted
ENSG00000162390,SL-0170,Mitochondrion matrix,Cytoplasm
ENSG00000163510,SL-0191,Nucleus,Nucleus
ENSG00000163510,SL-0186,Nucleus speckle,Nucleus
ENSG00000163576,SL-0086,Cytoplasm,Cytoplasm
ENSG00000165325,SL-0086,Cytoplasm,Cytoplasm
ENSG00000165929,SL-0191,Nucleus,Nucleus
ENSG00000166897,SL-0162,Membrane,Cytoplasm
ENSG00000168386,SL-0086,Cytoplasm,Cytoplasm
ENSG00000168386,SL-0162,Membrane,Cytoplasm
ENSG00000169084,SL-0243,Secreted,Secreted
ENSG00000170266,SL-0158,Lysosome,Cytoplasm
ENSG00000170266,SL-0086,Cytoplasm,Cytoplasm
ENSG00000170921,SL-0280,Cell projection,Cytoplasm
ENSG00000170946,SL-0086,Cytoplasm,Cytoplasm
ENSG00000174938,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000174938,SL-0039,Cell membrane,Surface
ENSG00000176273,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000176273,SL-0039,Cell membrane,Surface
ENSG00000178096,SL-0173,Mitochondrion,Cytoplasm
ENSG00000178602,SL-0243,Secreted,Secreted
ENSG00000183570,SL-0086,Cytoplasm,Cytoplasm
ENSG00000183963,SL-0086,Cytoplasm,Cytoplasm
ENSG00000184160,SL-0039,Cell membrane,Surface
ENSG00000184735,SL-0191,Nucleus,Nucleus
ENSG00000185344,SL-0100,Endosome membrane,Surface
ENSG00000185344,SL-0039,Cell membrane,Surface
ENSG00000185504,SL-0191,Nucleus,Nucleus
ENSG00000185513,SL-0191,Nucleus,Nucleus
ENSG00000185591,SL-0191,Nucleus,Nucleus
ENSG00000185591,SL-0086,Cytoplasm,Cytoplasm
ENSG00000186010,SL-0168,Mitochondrion inner membrane,Cytoplasm
ENSG00000186111,SL-0280,Cell projection,Cytoplasm
ENSG00000186111,SL-0039,Cell membrane,Surface
ENSG00000186111,SL-0147,Endomembrane system,Cytoplasm
ENSG00000186111,SL-0086,Cytoplasm,Cytoplasm
ENSG00000186111,SL-0038,Cell junction,Cytoplasm
ENSG00000186111,SL-0191,Nucleus,Nucleus
ENSG00000186827,SL-0162,Membrane,Cytoplasm
ENSG00000187079,SL-0191,Nucleus,Nucleus
ENSG00000187097,SL-0243,Secreted,Secreted
ENSG00000187097,SL-0095,Endoplasmic reticulum,Cytoplasm
ENSG00000187266,SL-0243,Secreted,Secreted
ENSG00000187266,SL-0039,Cell membrane,Surface
ENSG00000187372,SL-0039,Cell membrane,Surface
ENSG00000196247,SL-0191,Nucleus,Nucleus
ENSG00000196666,SL-0243,Secreted,Secreted
ENSG00000197465,SL-0162,Membrane,Cytoplasm
ENSG00000197921,SL-0191,Nucleus,Nucleus
ENSG00000198398,SL-0162,Membrane,Cytoplasm
ENSG00000204099,SL-0280,Cell projection,Cytoplasm
ENSG00000204099,SL-0165,Microsome membrane,Cytoplasm
ENSG00000204099,SL-0168,Mitochondrion inner membrane,Cytoplasm
ENSG00000204099,SL-0039,Cell membrane,Surface
ENSG00000204099,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000204099,SL-0172,Mitochondrion outer membrane,Cytoplasm
ENSG00000204099,SL-0171,Mitochondrion membrane,Cytoplasm
ENSG00000204099,SL-0156,Lysosome lumen,Cytoplasm
ENSG00000205268,SL-0086,Cytoplasm,Cytoplasm
ENSG00000213995,SL-0173,Mitochondrion,Cytoplasm
ENSG00000233050,SL-0243,Secreted,Secreted
ENSG00000253485,SL-0039,Cell membrane,Surface
ENSG00000274419,SL-0039,Cell membrane,Surface
ENSG00000274997,SL-0191,Nucleus,Nucleus
ENSG00000274997,SL-0468,Chromosome,Nucleus
ENSG00000011451,SL-0191,Nucleus,Nucleus
ENSG00000023902,SL-0191,Nucleus,Nucleus
ENSG00000023902,SL-0086,Cytoplasm,Cytoplasm
ENSG00000023902,SL-0039,Cell membrane,Surface
ENSG00000035862,SL-0243,Secreted,Secreted
ENSG00000042813,SL-0088,Cytoplasmic vesicle,Cytoplasm
ENSG00000066117,SL-0191,Nucleus,Nucleus
ENSG00000075914,SL-0191,Nucleus,Nucleus
ENSG00000075914,SL-0086,Cytoplasm,Cytoplasm
ENSG00000082898,SL-0191,Nucleus,Nucleus
ENSG00000082898,SL-0086,Cytoplasm,Cytoplasm
ENSG00000085185,SL-0191,Nucleus,Nucleus
ENSG00000091583,SL-0243,Secreted,Secreted
ENSG00000092847,SL-0086,Cytoplasm,Cytoplasm
ENSG00000100427,SL-0095,Endoplasmic reticulum,Cytoplasm
ENSG00000100427,SL-0086,Cytoplasm,Cytoplasm
ENSG00000100427,SL-0162,Membrane,Cytoplasm
ENSG00000101161,SL-0191,Nucleus,Nucleus
ENSG00000101161,SL-0186,Nucleus speckle,Nucleus
ENSG00000102100,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000102100,SL-0134,Golgi apparatus membrane,Cytoplasm
ENSG00000102218,SL-0280,Cell projection,Cytoplasm
ENSG00000102218,SL-0039,Cell membrane,Surface
ENSG00000102878,SL-0191,Nucleus,Nucleus
ENSG00000104824,SL-0191,Nucleus,Nucleus
ENSG00000104824,SL-0086,Cytoplasm,Cytoplasm
ENSG00000105429,SL-0162,Membrane,Cytoplasm
ENSG00000107789,SL-0039,Cell membrane,Surface
ENSG00000107789,SL-0096,Endoplasmic reticulum lumen,Cytoplasm
ENSG00000109805,SL-0191,Nucleus,Nucleus
ENSG00000109805,SL-0468,Chromosome,Nucleus
ENSG00000109805,SL-0086,Cytoplasm,Cytoplasm
ENSG00000110900,SL-0162,Membrane,Cytoplasm
ENSG00000111859,SL-0280,Cell projection,Cytoplasm
ENSG00000111859,SL-0026,Basolateral cell membrane,Surface
ENSG00000111859,SL-0132,Golgi apparatus,Cytoplasm
ENSG00000111859,SL-0086,Cytoplasm,Cytoplasm
ENSG00000111859,SL-0038,Cell junction,Cytoplasm
ENSG00000111859,SL-0191,Nucleus,Nucleus
ENSG00000113100,SL-0039,Cell membrane,Surface
ENSG00000116586,SL-0151,Late endosome membrane,Cytoplasm
ENSG00000116586,SL-0157,Lysosome membrane,Cytoplasm
ENSG00000117322,SL-0039,Cell membrane,Surface
ENSG00000118162,SL-0280,Cell projection,Cytoplasm
ENSG00000118162,SL-0157,Lysosome membrane,Cytoplasm
ENSG00000120262,SL-0132,Golgi apparatus,Cytoplasm
ENSG00000124249,SL-0162,Membrane,Cytoplasm
ENSG00000124251,SL-0191,Nucleus,Nucleus
ENSG00000124251,SL-0086,Cytoplasm,Cytoplasm
ENSG00000127329,SL-0162,Membrane,Cytoplasm
ENSG00000127529,SL-0039,Cell membrane,Surface
ENSG00000130714,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000131899,SL-0093,Early endosome membrane,Cytoplasm
ENSG00000131899,SL-0132,Golgi apparatus,Cytoplasm
ENSG00000131899,SL-0086,Cytoplasm,Cytoplasm
ENSG00000131899,SL-0134,Golgi apparatus membrane,Cytoplasm
ENSG00000131931,SL-0191,Nucleus,Nucleus
ENSG00000134612,SL-0086,Cytoplasm,Cytoplasm
ENSG00000134825,SL-0095,Endoplasmic reticulum,Cytoplasm
ENSG00000134825,SL-0086,Cytoplasm,Cytoplasm
ENSG00000134825,SL-0162,Membrane,Cytoplasm
ENSG00000134986,SL-0086,Cytoplasm,Cytoplasm
ENSG00000135956,SL-0086,Cytoplasm,Cytoplasm
ENSG00000135956,SL-0039,Cell membrane,Surface
ENSG00000139437,SL-0173,Mitochondrion,Cytoplasm
ENSG00000139437,SL-0038,Cell junction,Cytoplasm
ENSG00000139437,SL-0086,Cytoplasm,Cytoplasm
ENSG00000139437,SL-0039,Cell membrane,Surface
ENSG00000140009,SL-0191,Nucleus,Nucleus
ENSG00000140941,SL-0147,Endomembrane system,Cytoplasm
ENSG00000140941,SL-0171,Mitochondrion membrane,Cytoplasm
ENSG00000140941,SL-0088,Cytoplasmic vesicle,Cytoplasm
ENSG00000140941,SL-0086,Cytoplasm,Cytoplasm
ENSG00000142657,SL-0086,Cytoplasm,Cytoplasm
ENSG00000143382,SL-0243,Secreted,Secreted
ENSG00000144015,SL-0086,Cytoplasm,Cytoplasm
ENSG00000146039,SL-0015,Apical cell membrane,Surface
ENSG00000146197,SL-0243,Secreted,Secreted
ENSG00000146197,SL-0310,Cell surface,Surface
ENSG00000146757,SL-0191,Nucleus,Nucleus
ENSG00000149295,SL-0039,Cell membrane,Surface
ENSG00000150782,SL-0086,Cytoplasm,Cytoplasm
ENSG00000150782,SL-0243,Secreted,Secreted
ENSG00000155096,SL-0191,Nucleus,Nucleus
ENSG00000155980,SL-0197,Perikaryon,Cytoplasm
ENSG00000155980,SL-0086,Cytoplasm,Cytoplasm
ENSG00000157637,SL-0162,Membrane,Cytoplasm
ENSG00000158234,SL-0086,Cytoplasm,Cytoplasm
ENSG00000162551,SL-0500,Extracellular vesicle membrane,Unknown
ENSG00000162551,SL-0171,Mitochondrion membrane,Cytoplasm
ENSG00000162551,SL-0039,Cell membrane,Surface
ENSG00000162551,SL-0169,Mitochondrion intermembrane space,Cytoplasm
ENSG00000162998,SL-0243,Secreted,Secreted
ENSG00000163565,SL-0191,Nucleus,Nucleus
ENSG00000163565,SL-0086,Cytoplasm,Cytoplasm
ENSG00000165071,SL-0162,Membrane,Cytoplasm
ENSG00000165682,SL-0162,Membrane,Cytoplasm
ENSG00000165832,SL-0191,Nucleus,Nucleus
ENSG00000165832,SL-0086,Cytoplasm,Cytoplasm
ENSG00000166741,SL-0086,Cytoplasm,Cytoplasm
ENSG00000167578,SL-0039,Cell membrane,Surface
ENSG00000168785,SL-0039,Cell membrane,Surface
ENSG00000169100,SL-0168,Mitochondrion inner membrane,Cytoplasm
ENSG00000170923,SL-0039,Cell membrane,Surface
ENSG00000171863,SL-0191,Nucleus,Nucleus
ENSG00000171863,SL-0086,Cytoplasm,Cytoplasm
ENSG00000172878,SL-0173,Mitochondrion,Cytoplasm
ENSG00000174514,SL-0162,Membrane,Cytoplasm
ENSG00000175787,SL-0191,Nucleus,Nucleus
ENSG00000176194,SL-0191,Nucleus,Nucleus
ENSG00000176194,SL-0154,Lipid droplet,Cytoplasm
ENSG00000176463,SL-0026,Basolateral cell membrane,Surface
ENSG00000176463,SL-0015,Apical cell membrane,Surface
ENSG00000179630,SL-0191,Nucleus,Nucleus
ENSG00000179630,SL-0204,Peroxisome,Cytoplasm
ENSG00000179630,SL-0086,Cytoplasm,Cytoplasm
ENSG00000179630,SL-0095,Endoplasmic reticulum,Cytoplasm
ENSG00000180316,SL-0086,Cytoplasm,Cytoplasm
ENSG00000180481,SL-0162,Membrane,Cytoplasm
ENSG00000183914,SL-0086,Cytoplasm,Cytoplasm
ENSG00000184867,SL-0173,Mitochondrion,Cytoplasm
ENSG00000184867,SL-0172,Mitochondrion outer membrane,Cytoplasm
ENSG00000186310,SL-0191,Nucleus,Nucleus
ENSG00000187164,SL-0197,Perikaryon,Cytoplasm
ENSG00000187164,SL-0086,Cytoplasm,Cytoplasm
ENSG00000187164,SL-0280,Cell projection,Cytoplasm
ENSG00000188227,SL-0191,Nucleus,Nucleus
ENSG00000188266,SL-0086,Cytoplasm,Cytoplasm
ENSG00000188342,SL-0191,Nucleus,Nucleus
ENSG00000189052,SL-0243,Secreted,Secreted
ENSG00000196228,SL-0086,Cytoplasm,Cytoplasm
ENSG00000197046,SL-0162,Membrane,Cytoplasm
ENSG00000197451,SL-0191,Nucleus,Nucleus
ENSG00000197451,SL-0086,Cytoplasm,Cytoplasm
ENSG00000197706,SL-0039,Cell membrane,Surface
ENSG00000197888,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000198131,SL-0191,Nucleus,Nucleus
ENSG00000198471,SL-0039,Cell membrane,Surface
ENSG00000204544,SL-0039,Cell membrane,Surface
ENSG00000211640,SL-0243,Secreted,Secreted
ENSG00000211640,SL-0039,Cell membrane,Surface
ENSG00000214087,SL-0086,Cytoplasm,Cytoplasm
ENSG00000228970,SL-0191,Nucleus,Nucleus
ENSG00000236027,SL-0243,Secreted,Secreted
ENSG00000248333,SL-0191,Nucleus,Nucleus
ENSG00000248333,SL-0086,Cytoplasm,Cytoplasm
ENSG00000255192,SL-0191,Nucleus,Nucleus
ENSG00000273274,SL-0191,Nucleus,Nucleus
ENSG00000277075,SL-0191,Nucleus,Nucleus
ENSG00000277075,SL-0468,Chromosome,Nucleus
ENSG00000280021,SL-0039,Cell membrane,Surface
ENSG00000282608,SL-0039,Cell membrane,Surface
ENSG00000019995,SL-0191,Nucleus,Nucleus
ENSG00000019995,SL-0086,Cytoplasm,Cytoplasm
ENSG00000054523,SL-0173,Mitochondrion,Cytoplasm
ENSG00000054523,SL-0280,Cell projection,Cytoplasm
ENSG00000054523,SL-0086,Cytoplasm,Cytoplasm
ENSG00000054523,SL-0088,Cytoplasmic vesicle,Cytoplasm
ENSG00000068878,SL-0191,Nucleus,Nucleus
ENSG00000068878,SL-0086,Cytoplasm,Cytoplasm
ENSG00000081791,SL-0173,Mitochondrion,Cytoplasm
ENSG00000081791,SL-0172,Mitochondrion outer membrane,Cytoplasm
ENSG00000081791,SL-0086,Cytoplasm,Cytoplasm
ENSG00000081791,SL-0168,Mitochondrion inner membrane,Cytoplasm
ENSG00000086504,SL-0173,Mitochondrion,Cytoplasm
ENSG00000090020,SL-0026,Basolateral cell membrane,Surface
ENSG00000090020,SL-0039,Cell membrane,Surface
ENSG00000100097,SL-0086,Cytoplasm,Cytoplasm
ENSG00000100097,SL-0243,Secreted,Secreted
ENSG00000101447,SL-0086,Cytoplasm,Cytoplasm
ENSG00000101782,SL-0086,Cytoplasm,Cytoplasm
ENSG00000105726,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000105856,SL-0191,Nucleus,Nucleus
ENSG00000113430,SL-0191,Nucleus,Nucleus
ENSG00000115041,SL-0039,Cell membrane,Surface
ENSG00000115041,SL-0132,Golgi apparatus,Cytoplasm
ENSG00000115041,SL-0086,Cytoplasm,Cytoplasm
ENSG00000115041,SL-0095,Endoplasmic reticulum,Cytoplasm
ENSG00000115041,SL-0191,Nucleus,Nucleus
ENSG00000116171,SL-0173,Mitochondrion,Cytoplasm
ENSG00000116171,SL-0086,Cytoplasm,Cytoplasm
ENSG00000116171,SL-0095,Endoplasmic reticulum,Cytoplasm
ENSG00000116171,SL-0204,Peroxisome,Cytoplasm
ENSG00000119953,SL-0191,Nucleus,Nucleus
ENSG00000119953,SL-0186,Nucleus speckle,Nucleus
ENSG00000121270,SL-0015,Apical cell membrane,Surface
ENSG00000121270,SL-0089,Cytoplasmic vesicle membrane,Cytoplasm
ENSG00000121270,SL-0039,Cell membrane,Surface
ENSG00000121578,SL-0134,Golgi apparatus membrane,Cytoplasm
ENSG00000125124,SL-0280,Cell projection,Cytoplasm
ENSG00000125124,SL-0086,Cytoplasm,Cytoplasm
ENSG00000125780,SL-0086,Cytoplasm,Cytoplasm
ENSG00000125878,SL-0191,Nucleus,Nucleus
ENSG00000127152,SL-0191,Nucleus,Nucleus
ENSG00000128886,SL-0191,Nucleus,Nucleus
ENSG00000131236,SL-0039,Cell membrane,Surface
ENSG00000132305,SL-0173,Mitochondrion,Cytoplasm
ENSG00000132305,SL-0168,Mitochondrion inner membrane,Cytoplasm
ENSG00000132669,SL-0086,Cytoplasm,Cytoplasm
ENSG00000134539,SL-0039,Cell membrane,Surface
ENSG00000136261,SL-0086,Cytoplasm,Cytoplasm
ENSG00000136718,SL-0191,Nucleus,Nucleus
ENSG00000138078,SL-0132,Golgi apparatus,Cytoplasm
ENSG00000138078,SL-0086,Cytoplasm,Cytoplasm
ENSG00000139190,SL-0088,Cytoplasmic vesicle,Cytoplasm
ENSG00000139190,SL-0172,Mitochondrion outer membrane,Cytoplasm
ENSG00000139190,SL-0258,Synapse,Cytoplasm
ENSG00000139190,SL-0089,Cytoplasmic vesicle membrane,Cytoplasm
ENSG00000140829,SL-0191,Nucleus,Nucleus
ENSG00000141255,SL-0468,Chromosome,Nucleus
ENSG00000141448,SL-0191,Nucleus,Nucleus
ENSG00000142871,SL-0243,Secreted,Secreted
ENSG00000146109,SL-0191,Nucleus,Nucleus
ENSG00000152939,SL-0038,Cell junction,Cytoplasm
ENSG00000152939,SL-0039,Cell membrane,Surface
ENSG00000153820,SL-0086,Cytoplasm,Cytoplasm
ENSG00000154438,SL-0086,Cytoplasm,Cytoplasm
ENSG00000160325,SL-0039,Cell membrane,Surface
ENSG00000160325,SL-0132,Golgi apparatus,Cytoplasm
ENSG00000160325,SL-0094,Early endosome,Cytoplasm
ENSG00000160325,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000160325,SL-0088,Cytoplasmic vesicle,Cytoplasm
ENSG00000160325,SL-0232,Recycling endosome,Cytoplasm
ENSG00000164062,SL-0086,Cytoplasm,Cytoplasm
ENSG00000164078,SL-0162,Membrane,Cytoplasm
ENSG00000165898,SL-0173,Mitochondrion,Cytoplasm
ENSG00000166961,SL-0162,Membrane,Cytoplasm
ENSG00000167333,SL-0191,Nucleus,Nucleus
ENSG00000167333,SL-0086,Cytoplasm,Cytoplasm
ENSG00000168619,SL-0162,Membrane,Cytoplasm
ENSG00000168936,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000170214,SL-0162,Membrane,Cytoplasm
ENSG00000170214,SL-0039,Cell membrane,Surface
ENSG00000170214,SL-0182,Nucleus membrane,Nucleus
ENSG00000170260,SL-0191,Nucleus,Nucleus
ENSG00000170515,SL-0191,Nucleus,Nucleus
ENSG00000170515,SL-0086,Cytoplasm,Cytoplasm
ENSG00000172752,SL-0243,Secreted,Secreted
ENSG00000173163,SL-0100,Endosome membrane,Surface
ENSG00000173163,SL-0094,Early endosome,Cytoplasm
ENSG00000173163,SL-0086,Cytoplasm,Cytoplasm
ENSG00000173163,SL-0088,Cytoplasmic vesicle,Cytoplasm
ENSG00000173163,SL-0191,Nucleus,Nucleus
ENSG00000173163,SL-0232,Recycling endosome,Cytoplasm
ENSG00000174080,SL-0158,Lysosome,Cytoplasm
ENSG00000174970,SL-0039,Cell membrane,Surface
ENSG00000175215,SL-0191,Nucleus,Nucleus
ENSG00000178127,SL-0168,Mitochondrion inner membrane,Cytoplasm
ENSG00000178928,SL-0191,Nucleus,Nucleus
ENSG00000179277,SL-0191,Nucleus,Nucleus
ENSG00000179364,SL-0173,Mitochondrion,Cytoplasm
ENSG00000179364,SL-0095,Endoplasmic reticulum,Cytoplasm
ENSG00000179934,SL-0039,Cell membrane,Surface
ENSG00000180198,SL-0191,Nucleus,Nucleus
ENSG00000180198,SL-0468,Chromosome,Nucleus
ENSG00000180198,SL-0086,Cytoplasm,Cytoplasm
ENSG00000180483,SL-0243,Secreted,Secreted
ENSG00000183304,SL-0191,Nucleus,Nucleus
ENSG00000183578,SL-0086,Cytoplasm,Cytoplasm
ENSG00000183578,SL-0039,Cell membrane,Surface
ENSG00000196406,SL-0086,Cytoplasm,Cytoplasm
ENSG00000196475,SL-0172,Mitochondrion outer membrane,Cytoplasm
ENSG00000196497,SL-0191,Nucleus,Nucleus
ENSG00000196497,SL-0086,Cytoplasm,Cytoplasm
ENSG00000197403,SL-0039,Cell membrane,Surface
ENSG00000197714,SL-0191,Nucleus,Nucleus
